pdf_file,page_number,image_file,xref,width,height,context_snippet
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,25,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_25_img1.png,194,401,319,"Asian disease example →lack of rationality in  our decision making GROUP 2 In a group of 600 people: •Program C: ""400 people will die“ •Program D: ""there is a 1/3 probability  that nobody will die, and a 2/3  probability..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,25,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_25_img2.png,196,19,19,"Asian disease example →lack of rationality in  our decision making GROUP 2 In a group of 600 people: •Program C: ""400 people will die“ •Program D: ""there is a 1/3 probability  that nobody will die, and a 2/3  probability..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,25,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_25_img3.png,198,19,19,"Asian disease example →lack of rationality in  our decision making GROUP 2 In a group of 600 people: •Program C: ""400 people will die“ •Program D: ""there is a 1/3 probability  that nobody will die, and a 2/3  probability..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,26,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_26_img1.png,202,402,319,"Asian disease example →lack of rationality in  our decision making GROUP 1 GROUP 2 In a group of 600 people: •Program A: ""200 people will be saved“ •Program B: ""there is a 1/3 probability  that 600 people will be saved, ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,26,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_26_img2.png,186,19,19,"Asian disease example →lack of rationality in  our decision making GROUP 1 GROUP 2 In a group of 600 people: •Program A: ""200 people will be saved“ •Program B: ""there is a 1/3 probability  that 600 people will be saved, ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,26,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_26_img3.png,188,19,19,"Asian disease example →lack of rationality in  our decision making GROUP 1 GROUP 2 In a group of 600 people: •Program A: ""200 people will be saved“ •Program B: ""there is a 1/3 probability  that 600 people will be saved, ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,26,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_26_img4.png,194,401,319,"Asian disease example →lack of rationality in  our decision making GROUP 1 GROUP 2 In a group of 600 people: •Program A: ""200 people will be saved“ •Program B: ""there is a 1/3 probability  that 600 people will be saved, ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,26,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_26_img5.png,196,19,19,"Asian disease example →lack of rationality in  our decision making GROUP 1 GROUP 2 In a group of 600 people: •Program A: ""200 people will be saved“ •Program B: ""there is a 1/3 probability  that 600 people will be saved, ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,26,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_26_img6.png,198,19,19,"Asian disease example →lack of rationality in  our decision making GROUP 1 GROUP 2 In a group of 600 people: •Program A: ""200 people will be saved“ •Program B: ""there is a 1/3 probability  that 600 people will be saved, ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,39,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_39_img1.png,235,1134,1130,Prisoner’s Dilemma (PD) Games
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,42,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_42_img1.png,244,95,116,"Ultimatum Game Practical example: a proposer and a  responder have to agree on the division  of a given amount of money, say $20,  according to the following rules: 1) the proposer can make exactly one  suggestion on how..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,42,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_42_img2.png,245,109,113,"Ultimatum Game Practical example: a proposer and a  responder have to agree on the division  of a given amount of money, say $20,  according to the following rules: 1) the proposer can make exactly one  suggestion on how..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,42,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_42_img3.png,246,77,30,"Ultimatum Game Practical example: a proposer and a  responder have to agree on the division  of a given amount of money, say $20,  according to the following rules: 1) the proposer can make exactly one  suggestion on how..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,43,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_43_img1.png,249,570,163,Ultimatum Games ULTIMATUM GAME illustrates the tension between: economic self-interest reciprocity and equity motives proposer responder 20$
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,43,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_43_img2.png,244,95,116,Ultimatum Games ULTIMATUM GAME illustrates the tension between: economic self-interest reciprocity and equity motives proposer responder 20$
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,43,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_43_img3.png,245,109,113,Ultimatum Games ULTIMATUM GAME illustrates the tension between: economic self-interest reciprocity and equity motives proposer responder 20$
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,43,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_43_img4.png,246,77,30,Ultimatum Games ULTIMATUM GAME illustrates the tension between: economic self-interest reciprocity and equity motives proposer responder 20$
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,44,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_44_img1.png,244,95,116,"Ultimatum Game proposer responder 20$ If economic self-interest alone  motivates the responder →he will  accept even a very low offer, say $1,  because $1 is better than $0 If concerns for reciprocity and  equity motivat..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,44,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_44_img2.png,245,109,113,"Ultimatum Game proposer responder 20$ If economic self-interest alone  motivates the responder →he will  accept even a very low offer, say $1,  because $1 is better than $0 If concerns for reciprocity and  equity motivat..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,44,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_44_img3.png,246,77,30,"Ultimatum Game proposer responder 20$ If economic self-interest alone  motivates the responder →he will  accept even a very low offer, say $1,  because $1 is better than $0 If concerns for reciprocity and  equity motivat..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,45,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_45_img1.png,244,95,116,"Ultimatum Game: results 1. The key result of ultimatum experiments is that most proposers offer between  40% and 50% of the endowed amount (donation amount), and that this split  is almost always accepted by responders. ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,45,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_45_img2.png,245,109,113,"Ultimatum Game: results 1. The key result of ultimatum experiments is that most proposers offer between  40% and 50% of the endowed amount (donation amount), and that this split  is almost always accepted by responders. ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,45,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_45_img3.png,246,77,30,"Ultimatum Game: results 1. The key result of ultimatum experiments is that most proposers offer between  40% and 50% of the endowed amount (donation amount), and that this split  is almost always accepted by responders. ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,46,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_46_img1.png,256,308,164,"Time to think, time to produce, time to  discuss!  • Groups • Open pubmed • Search for RECENT articles: • Prisoner Dilemma and Decision making  • Ultimatum game and Decision making"
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,53,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_53_img1.png,272,846,574,Studies on decision making The rise of neuroeconomics has  been strongly associated with the rapid development of  non-invasive neuroimaging techniques for  human research and single-cell recordings in non- human primate...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,53,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_53_img2.png,275,1373,888,Studies on decision making The rise of neuroeconomics has  been strongly associated with the rapid development of  non-invasive neuroimaging techniques for  human research and single-cell recordings in non- human primate...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,54,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_54_img1.png,28,412,350,"Decision making • Paul Glimcher: godfather of neuroeconomics. • Experimental approach to combine  economics and neuroscience • In 2004, he founded the Center for  Neuroeconomics at New York University, one  of the first ..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,55,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_55_img1.png,280,500,300,Individual decision making • E.g. decision making of consumers  • E.g. decision making of financial decisions ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,55,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_55_img2.png,281,368,368,Individual decision making • E.g. decision making of consumers  • E.g. decision making of financial decisions ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,55,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_55_img3.png,282,261,261,Individual decision making • E.g. decision making of consumers  • E.g. decision making of financial decisions ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,56,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_56_img1.png,281,368,368,Individual decision making • E.g. Bring or not the umbrella • E.g. Hire an employee   ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,56,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_56_img2.png,285,231,218,Individual decision making • E.g. Bring or not the umbrella • E.g. Hire an employee   ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,56,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_56_img3.png,287,52,54,Individual decision making • E.g. Bring or not the umbrella • E.g. Hire an employee   ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,56,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_56_img4.png,288,49,48,Individual decision making • E.g. Bring or not the umbrella • E.g. Hire an employee   ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,56,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_56_img5.png,289,808,448,Individual decision making • E.g. Bring or not the umbrella • E.g. Hire an employee   ? ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,57,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_57_img1.png,281,368,368,Individual decision making • E.g. move an arm • E.g. move a paralyzed arm ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,57,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_57_img2.png,292,622,393,Individual decision making • E.g. move an arm • E.g. move a paralyzed arm ?
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,58,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_58_img1.png,295,757,327,
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,58,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_58_img2.png,296,1439,472,
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,59,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_59_img1.png,295,757,327,• An artificial arm directly connected to the  brain.  • Patient’s decisions can be “detected” using  implanted electrodes  • Patient can feed himself
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,59,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_59_img2.png,300,1248,1804,• An artificial arm directly connected to the  brain.  • Patient’s decisions can be “detected” using  implanted electrodes  • Patient can feed himself
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,60,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_60_img1.png,303,577,600,"Nuyujukian P, Albites Sanabria J, Saab J, Pandarinath C, Jarosiewicz B, et al. (2018) Cortical control of a tablet computer by people with paralysis.  PLOS ONE 13(11): e0204566. https://doi.org/10.1371/journal.pone.02045..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,60,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_60_img2.png,305,534,600,"Nuyujukian P, Albites Sanabria J, Saab J, Pandarinath C, Jarosiewicz B, et al. (2018) Cortical control of a tablet computer by people with paralysis.  PLOS ONE 13(11): e0204566. https://doi.org/10.1371/journal.pone.02045..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,61,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_61_img1.png,308,600,400,Conditions to make decisions 1. We need options to choose No options options
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,61,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_61_img2.png,310,200,231,Conditions to make decisions 1. We need options to choose No options options
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,61,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_61_img3.png,292,622,393,Conditions to make decisions 1. We need options to choose No options options
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,61,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_61_img4.png,311,194,186,Conditions to make decisions 1. We need options to choose No options options
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,69,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_69_img1.png,25,512,512,Approaches to study the brain TMS Lesions  Electrical  stimulation fMRI EEG  and  MEG Single-cell  recordings there is no one ideal approach  (pros/cons… limits) Temporal resolution Spatial  resolution Static Dynamic
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,74,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_74_img1.png,340,800,566,2. Stimulation of brain regions • Different studies showed that if we stimulate specific brain regions we  can induce specific behaviours BEHAVIOUR
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,74,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_74_img2.png,341,219,234,2. Stimulation of brain regions • Different studies showed that if we stimulate specific brain regions we  can induce specific behaviours BEHAVIOUR
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,76,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_76_img1.png,347,694,449,"3. TMS (Transcranial Magnetic Stimulation) A way to stimulate the human brain and without any damage Coil Pulsed  magnetic field Positioning  frame Resting  neurons Activated  neurons Magnetic field • You apply a coil, c..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,77,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_77_img1.png,347,694,449,3. TMS (Transcranial Magnetic Stimulation) Coil Pulsed  magnetic field Positioning  frame Resting  neurons Activated  neurons Magnetic field Single pulse TMS →single change  in the magnetic fields →weak  electric change ...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,80,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_80_img1.png,356,209,308,4. Single-cell Recordings The typical size of a neuron is between 10-50  micrometers (1um = 0.000001 m) We can record the activity of one neuron  using single cell recording method →put a  small electrode inside the neur...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,81,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_81_img1.png,359,600,521,4. Single-cell Recordings Synaptic  potential Actual  potential Actual  potential Actual  potential INPUT CONDUCTION OUTPUT • Input arrives to the dendrite • Synaptic potentials • If this activation exceeds a  threshold ...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,81,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_81_img2.png,361,207,283,4. Single-cell Recordings Synaptic  potential Actual  potential Actual  potential Actual  potential INPUT CONDUCTION OUTPUT • Input arrives to the dendrite • Synaptic potentials • If this activation exceeds a  threshold ...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,81,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_81_img3.png,362,171,53,4. Single-cell Recordings Synaptic  potential Actual  potential Actual  potential Actual  potential INPUT CONDUCTION OUTPUT • Input arrives to the dendrite • Synaptic potentials • If this activation exceeds a  threshold ...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,82,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_82_img1.png,365,348,314,"4. Single-cell Recordings Schultz et al., 2000 Grasping food Number of fires/s Single trials The monkey has to grab  food from a box Representation of the  activity of the neuron: - dot  represents spikes - line represen..."
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,84,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_84_img1.png,370,349,234,5. EEG and MEG EEG is a recording of  electrical activity produced  by neuron’s firing MEG is a recording of the magnetic fields  produced by electrical activity in the brain. MEG  uses extremely sensitive devices called...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,84,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_84_img2.png,371,506,762,5. EEG and MEG EEG is a recording of  electrical activity produced  by neuron’s firing MEG is a recording of the magnetic fields  produced by electrical activity in the brain. MEG  uses extremely sensitive devices called...
MODULE 1_1_6wdx.yFooMSpEweBG.file.pdf,85,docs\pdf_images\MODULE 1_1_6wdx.yFooMSpEweBG.file\page_85_img1.png,374,850,697,"5. EEG and MEG • Neurons are organized  structure.  • Populations of neurons can  be seen as dipoles,  negatively charged on the  top and positively charged in  the middle. • This difference induces local  electrical fie..."
